ticker,ltp_received_time,ltp_received_cpu,signal_generated_time,signal_generated_cpu,order_submitted_time,order_submitted_cpu,delta_signal,delta_signal_cpu,delta_order,delta_order_cpu
GOOGL,5105.7,39281408.3,5177.6,39281862.5,,,71.9,454.3,,
PLTR,5105.7,39281408.3,5180.3,39281865.2,,,74.6,456.9,,
ORCL,5105.7,39281408.3,5183.1,39281868.0,,,77.4,459.7,,
XOM,5105.7,39281408.3,5185.8,39281870.7,,,80.1,462.5,,
AMZN,5105.7,39281408.3,5188.6,39281873.6,,,82.9,465.3,,
AAPL,5105.7,39281408.3,5191.5,39281876.5,,,85.9,468.2,,
GOOG,5105.7,39281408.3,5194.8,39281879.7,,,89.1,471.4,,
NFLX,5105.7,39281408.3,5199.7,39281884.6,,,94.0,476.4,,
GOOGL,5209.2,39283998.1,5281.8,39284453.4,,,72.5,455.3,,
PLTR,5209.2,39283998.1,5284.4,39284456.1,,,75.2,458.0,,
ORCL,5209.2,39283998.1,5287.3,39284459.0,,,78.0,460.8,,
XOM,5209.2,39283998.1,5289.9,39284461.6,,,80.7,463.5,,
AMZN,5209.2,39283998.1,5292.9,39284464.7,,,83.7,466.6,,
AAPL,5209.2,39283998.1,5296.9,39284468.6,,,87.7,470.5,,
GOOG,5209.2,39283998.1,5301.5,39284473.3,,,92.3,475.2,,
NFLX,5209.2,39283998.1,5306.3,39284478.0,,,97.1,479.9,,
GOOGL,5317.1,39286597.8,5387.3,39287050.0,,,70.2,452.1,,
PLTR,5317.1,39286597.8,5389.9,39287052.6,,,72.8,454.7,,
ORCL,5317.1,39286597.8,5392.8,39287055.5,,,75.7,457.6,,
XOM,5317.1,39286597.8,5395.5,39287058.2,,,78.4,460.4,,
AMZN,5317.1,39286597.8,5398.3,39287061.0,,,81.2,463.2,,
AAPL,5317.1,39286597.8,5401.2,39287063.9,,,84.1,466.1,,
GOOG,5317.1,39286597.8,5404.9,39287067.7,,,87.8,469.8,,
NFLX,5317.1,39286597.8,5409.5,39287072.2,,,92.4,474.4,,
GOOGL,5420.2,39289189.8,5489.5,39289653.1,,,69.3,463.2,,
PLTR,5420.2,39289189.8,5492.1,39289655.7,,,71.9,465.9,,
ORCL,5420.2,39289189.8,5494.9,39289658.5,,,74.7,468.7,,
XOM,5420.2,39289189.8,5497.6,39289661.2,,,77.4,471.4,,
AMZN,5420.2,39289189.8,5501.2,39289664.8,,,81.0,475.0,,
AAPL,5420.2,39289189.8,5505.0,39289668.6,,,84.8,478.8,,
GOOG,5420.2,39289189.8,5509.9,39289673.5,,,89.7,483.7,,
NFLX,5420.2,39289189.8,5514.0,39289677.7,,,93.8,487.8,,
GOOGL,5525.0,39291800.4,5595.8,39292260.6,,,70.7,460.2,,
PLTR,5525.0,39291800.4,5598.4,39292263.3,,,73.4,462.9,,
ORCL,5525.0,39291800.4,5601.2,39292266.0,,,76.2,465.7,,
XOM,5525.0,39291800.4,5604.0,39292268.8,,,79.0,468.4,,
AMZN,5525.0,39291800.4,5606.8,39292271.6,,,81.8,471.3,,
AAPL,5525.0,39291800.4,5611.0,39292275.8,,,86.0,475.5,,
GOOG,5525.0,39291800.4,5616.0,39292280.9,,,91.0,480.5,,
NFLX,5525.0,39291800.4,5619.2,39292284.0,,,94.2,483.6,,
GOOGL,5629.0,39294408.2,5698.4,39294874.6,,,69.3,466.4,,
PLTR,5629.0,39294408.2,5701.0,39294877.3,,,72.0,469.1,,
ORCL,5629.0,39294408.2,5704.8,39294881.1,,,75.8,472.9,,
XOM,5629.0,39294408.2,5707.8,39294884.1,,,78.8,475.9,,
AMZN,5629.0,39294408.2,5710.6,39294886.9,,,81.6,478.7,,
AAPL,5629.0,39294408.2,5715.0,39294891.6,,,86.0,483.4,,
GOOG,5629.0,39294408.2,5720.0,39294896.8,,,91.0,488.6,,
NFLX,5629.0,39294408.2,5726.1,39294905.4,,,97.1,497.2,,
GOOGL,5737.0,39297030.1,5807.4,39297485.2,,,70.4,455.1,,
PLTR,5737.0,39297030.1,5809.9,39297487.8,,,73.0,457.6,,
ORCL,5737.0,39297030.1,5812.7,39297490.5,,,75.7,460.4,,
XOM,5737.0,39297030.1,5815.6,39297493.4,,,78.6,463.3,,
AMZN,5737.0,39297030.1,5819.2,39297497.1,,,82.3,467.0,,
AAPL,5737.0,39297030.1,5822.3,39297500.2,,,85.4,470.1,,
GOOG,5737.0,39297030.1,5827.8,39297505.7,,,90.8,475.6,,
NFLX,5737.0,39297030.1,5831.9,39297509.9,,,95.0,479.7,,
GOOGL,5844.2,39299633.5,5912.3,39300087.4,,,68.1,453.9,,
PLTR,5844.2,39299633.5,5915.1,39300090.1,,,70.9,456.7,,
ORCL,5844.2,39299633.5,5918.2,39300093.3,,,74.0,459.8,,
XOM,5844.2,39299633.5,5922.2,39300097.2,,,77.9,463.8,,
AMZN,5844.2,39299633.5,5925.1,39300100.1,,,80.8,466.7,,
AAPL,5844.2,39299633.5,5930.4,39300105.5,,,86.2,472.0,,
GOOG,5844.2,39299633.5,5935.4,39300110.5,,,91.2,477.1,,
NFLX,5844.2,39299633.5,5939.7,39300114.8,,,95.5,481.3,,
GOOGL,5951.8,39302239.4,6021.9,39302701.9,,,70.1,462.4,,
PLTR,5951.8,39302239.4,6024.5,39302704.4,,,72.6,465.0,,
ORCL,5951.8,39302239.4,6027.2,39302707.2,,,75.4,467.8,,
XOM,5951.8,39302239.4,6030.7,39302710.6,,,78.8,471.2,,
AMZN,5951.8,39302239.4,6034.3,39302714.3,,,82.5,474.9,,
AAPL,5951.8,39302239.4,6037.9,39302717.8,,,86.0,478.4,,
GOOG,5951.8,39302239.4,6043.1,39302723.1,,,91.3,483.7,,
NFLX,5951.8,39302239.4,6046.8,39302726.8,,,95.0,487.4,,
GOOGL,6058.6,39304857.5,6130.6,39305311.6,,,72.0,454.0,,
PLTR,6058.6,39304857.5,6133.3,39305314.3,,,74.7,456.8,,
ORCL,6058.6,39304857.5,6136.1,39305317.1,,,77.5,459.6,,
XOM,6058.6,39304857.5,6138.8,39305319.8,,,80.2,462.3,,
AMZN,6058.6,39304857.5,6141.6,39305322.6,,,83.0,465.0,,
AAPL,6058.6,39304857.5,6145.7,39305326.7,,,87.1,469.2,,
GOOG,6058.6,39304857.5,6150.6,39305331.6,,,92.0,474.1,,
NFLX,6058.6,39304857.5,6153.8,39305334.8,,,95.2,477.3,,
GOOGL,6165.1,39307460.4,6235.5,39307922.7,,,70.4,462.3,,
PLTR,6165.1,39307460.4,6238.0,39307925.3,,,72.9,464.9,,
ORCL,6165.1,39307460.4,6240.8,39307928.1,,,75.7,467.7,,
XOM,6165.1,39307460.4,6243.5,39307930.8,,,78.4,470.4,,
AMZN,6165.1,39307460.4,6247.4,39307934.6,,,82.3,474.3,,
AAPL,6165.1,39307460.4,6252.4,39307939.7,,,87.3,479.3,,
GOOG,6165.1,39307460.4,6255.6,39307942.9,,,90.5,482.6,,
NFLX,6165.1,39307460.4,6258.6,39307945.9,,,93.5,485.5,,
GOOGL,6269.7,39310069.7,6341.0,39310522.0,,,71.3,452.3,,
PLTR,6269.7,39310069.7,6343.5,39310524.5,,,73.8,454.8,,
ORCL,6269.7,39310069.7,6346.3,39310527.2,,,76.6,457.5,,
XOM,6269.7,39310069.7,6349.0,39310530.0,,,79.3,460.3,,
AMZN,6269.7,39310069.7,6351.7,39310532.7,,,82.0,463.0,,
AAPL,6269.7,39310069.7,6354.5,39310535.5,,,84.8,465.8,,
GOOG,6269.7,39310069.7,6359.8,39310540.8,,,90.1,471.1,,
NFLX,6269.7,39310069.7,6364.0,39310545.0,,,94.4,475.3,,
GOOGL,6374.1,39312671.9,6444.4,39313121.5,,,70.3,449.6,,
PLTR,6374.1,39312671.9,6447.0,39313124.1,,,72.9,452.3,,
ORCL,6374.1,39312671.9,6449.7,39313126.9,,,75.7,455.0,,
XOM,6374.1,39312671.9,6452.5,39313129.6,,,78.4,457.7,,
AMZN,6374.1,39312671.9,6455.2,39313132.3,,,81.1,460.4,,
AAPL,6374.1,39312671.9,6459.3,39313136.4,,,85.2,464.5,,
GOOG,6374.1,39312671.9,6464.6,39313141.8,,,90.5,469.9,,
NFLX,6374.1,39312671.9,6467.8,39313145.0,,,93.8,473.1,,
GOOGL,6477.9,39315268.1,6547.6,39315718.8,,,69.6,450.7,,
PLTR,6477.9,39315268.1,6550.2,39315721.4,,,72.3,453.3,,
ORCL,6477.9,39315268.1,6553.0,39315724.3,,,75.1,456.1,,
XOM,6477.9,39315268.1,6555.8,39315727.1,,,77.9,458.9,,
AMZN,6477.9,39315268.1,6558.6,39315729.8,,,80.7,461.7,,
AAPL,6477.9,39315268.1,6562.8,39315734.0,,,84.8,465.9,,
GOOG,6477.9,39315268.1,6567.7,39315739.0,,,89.8,470.9,,
NFLX,6477.9,39315268.1,6571.0,39315742.3,,,93.1,474.1,,
GOOGL,6581.6,39317870.2,6693.0,39318372.3,,,111.4,502.1,,
PLTR,6581.6,39317870.2,6695.5,39318374.8,,,113.9,504.6,,
ORCL,6581.6,39317870.2,6698.4,39318377.7,,,116.8,507.5,,
XOM,6581.6,39317870.2,6701.1,39318380.4,,,119.5,510.2,,
AMZN,6581.6,39317870.2,6703.9,39318383.1,,,122.3,513.0,,
AAPL,6581.6,39317870.2,6706.5,39318385.8,,,124.9,515.7,,
GOOG,6581.6,39317870.2,6710.4,39318389.7,,,128.8,519.5,,
NFLX,6581.6,39317870.2,6715.2,39318394.5,,,133.6,524.3,,
GOOGL,6727.1,39320519.9,6796.8,39320982.1,,,69.7,462.2,,
PLTR,6727.1,39320519.9,6799.3,39320984.6,,,72.2,464.8,,
ORCL,6727.1,39320519.9,6802.2,39320987.4,,,75.1,467.6,,
XOM,6727.1,39320519.9,6804.9,39320990.2,,,77.8,470.3,,
AMZN,6727.1,39320519.9,6807.7,39320993.0,,,80.6,473.1,,
AAPL,6727.1,39320519.9,6810.8,39320996.1,,,83.7,476.3,,
GOOG,6727.1,39320519.9,6816.0,39321001.5,,,88.9,481.7,,
NFLX,6727.1,39320519.9,6820.9,39321006.5,,,93.8,486.7,,
GOOGL,6832.8,39323130.8,6902.4,39323581.6,,,69.7,450.8,,
PLTR,6832.8,39323130.8,6905.1,39323584.3,,,72.3,453.4,,
ORCL,6832.8,39323130.8,6908.5,39323587.7,,,75.8,456.9,,
XOM,6832.8,39323130.8,6911.9,39323591.1,,,79.2,460.3,,
AMZN,6832.8,39323130.8,6914.7,39323593.9,,,81.9,463.1,,
AAPL,6832.8,39323130.8,6919.5,39323598.7,,,86.8,467.9,,
GOOG,6832.8,39323130.8,6924.4,39323603.7,,,91.7,472.8,,
NFLX,6832.8,39323130.8,6929.2,39323608.4,,,96.5,477.6,,
GOOGL,6939.1,39325728.8,7010.3,39326181.5,,,71.3,452.7,,
PLTR,6939.1,39325728.8,7013.0,39326184.2,,,74.0,455.4,,
ORCL,6939.1,39325728.8,7015.8,39326186.9,,,76.7,458.1,,
XOM,6939.1,39325728.8,7018.6,39326189.7,,,79.5,460.9,,
AMZN,6939.1,39325728.8,7023.4,39326194.6,,,84.4,465.8,,
AAPL,6939.1,39325728.8,7027.6,39326198.7,,,88.5,470.0,,
GOOG,6939.1,39325728.8,7030.9,39326202.1,,,91.8,473.3,,
NFLX,6939.1,39325728.8,7033.7,39326204.8,,,94.6,476.1,,
GOOGL,7045.1,39328332.5,7112.1,39328790.0,,,67.0,457.5,,
PLTR,7045.1,39328332.5,7114.7,39328792.5,,,69.5,460.1,,
ORCL,7045.1,39328332.5,7117.4,39328795.3,,,72.3,462.8,,
XOM,7045.1,39328332.5,7120.1,39328798.0,,,75.0,465.5,,
AMZN,7045.1,39328332.5,7123.3,39328801.1,,,78.1,468.7,,
AAPL,7045.1,39328332.5,7127.1,39328805.1,,,82.0,472.6,,
GOOG,7045.1,39328332.5,7131.8,39328809.8,,,86.7,477.3,,
NFLX,7045.1,39328332.5,7136.6,39328814.5,,,91.4,482.0,,
GOOGL,7147.6,39330941.0,7218.0,39331402.1,,,70.4,461.0,,
PLTR,7147.6,39330941.0,7220.5,39331404.7,,,73.0,463.6,,
ORCL,7147.6,39330941.0,7223.5,39331407.6,,,75.9,466.5,,
XOM,7147.6,39330941.0,7226.2,39331410.3,,,78.6,469.2,,
AMZN,7147.6,39330941.0,7228.9,39331413.0,,,81.4,472.0,,
AAPL,7147.6,39330941.0,7231.6,39331415.8,,,84.1,474.7,,
GOOG,7147.6,39330941.0,7237.0,39331421.3,,,89.5,480.2,,
NFLX,7147.6,39330941.0,7242.0,39331426.2,,,94.4,485.2,,
GOOGL,7251.7,39333547.1,7323.5,39334005.7,,,71.7,458.7,,
PLTR,7251.7,39333547.1,7326.1,39334008.4,,,74.4,461.3,,
ORCL,7251.7,39333547.1,7328.9,39334011.2,,,77.2,464.1,,
XOM,7251.7,39333547.1,7331.6,39334013.8,,,79.8,466.7,,
AMZN,7251.7,39333547.1,7334.9,39334017.2,,,83.2,470.1,,
AAPL,7251.7,39333547.1,7338.7,39334021.0,,,87.0,473.9,,
GOOG,7251.7,39333547.1,7344.7,39334029.8,,,92.9,482.8,,
NFLX,7251.7,39333547.1,7349.7,39334035.3,,,97.9,488.2,,
GOOGL,7361.9,39336160.4,7431.4,39336623.6,,,69.5,463.2,,
PLTR,7361.9,39336160.4,7434.1,39336626.4,,,72.2,465.9,,
ORCL,7361.9,39336160.4,7436.8,39336629.1,,,75.0,468.7,,
XOM,7361.9,39336160.4,7439.8,39336632.0,,,77.9,471.6,,
AMZN,7361.9,39336160.4,7443.5,39336635.8,,,81.7,475.4,,
AAPL,7361.9,39336160.4,7448.0,39336640.6,,,86.1,480.1,,
GOOG,7361.9,39336160.4,7452.8,39336645.3,,,90.9,484.9,,
NFLX,7361.9,39336160.4,7455.8,39336648.3,,,93.9,487.9,,
GOOGL,7467.7,39338771.2,7538.2,39339233.2,,,70.6,461.9,,
PLTR,7467.7,39338771.2,7540.9,39339235.8,,,73.2,464.6,,
ORCL,7467.7,39338771.2,7543.6,39339238.5,,,75.9,467.3,,
XOM,7467.7,39338771.2,7546.3,39339241.2,,,78.6,470.0,,
AMZN,7467.7,39338771.2,7550.0,39339244.9,,,82.3,473.7,,
AAPL,7467.7,39338771.2,7555.6,39339250.6,,,87.9,479.3,,
GOOG,7467.7,39338771.2,7559.1,39339254.1,,,91.4,482.8,,
NFLX,7467.7,39338771.2,7562.0,39339257.0,,,94.3,485.7,,
GOOGL,7573.9,39341388.2,7643.8,39341851.0,,,69.9,462.8,,
PLTR,7573.9,39341388.2,7646.3,39341853.6,,,72.4,465.3,,
ORCL,7573.9,39341388.2,7649.1,39341856.4,,,75.2,468.2,,
XOM,7573.9,39341388.2,7651.8,39341859.1,,,77.9,470.8,,
AMZN,7573.9,39341388.2,7655.6,39341863.0,,,81.7,474.7,,
AAPL,7573.9,39341388.2,7661.3,39341868.6,,,87.4,480.4,,
GOOG,7573.9,39341388.2,7664.5,39341871.8,,,90.6,483.6,,
NFLX,7573.9,39341388.2,7668.0,39341875.4,,,94.2,487.2,,
GOOGL,7680.1,39344002.3,7752.0,39344466.0,,,71.8,463.6,,
PLTR,7680.1,39344002.3,7754.5,39344468.5,,,74.4,466.2,,
ORCL,7680.1,39344002.3,7757.2,39344471.2,,,77.1,468.9,,
XOM,7680.1,39344002.3,7759.9,39344473.9,,,79.8,471.6,,
AMZN,7680.1,39344002.3,7764.0,39344478.0,,,83.9,475.7,,
AAPL,7680.1,39344002.3,7769.4,39344483.5,,,89.3,481.1,,
GOOG,7680.1,39344002.3,7773.0,39344487.0,,,92.9,484.7,,
NFLX,7680.1,39344002.3,7776.9,39344490.9,,,96.8,488.6,,
GOOGL,7788.8,39346635.6,7858.7,39347103.1,,,69.9,467.5,,
PLTR,7788.8,39346635.6,7861.3,39347105.7,,,72.5,470.0,,
ORCL,7788.8,39346635.6,7864.0,39347108.4,,,75.2,472.8,,
XOM,7788.8,39346635.6,7867.7,39347112.1,,,78.8,476.4,,
AMZN,7788.8,39346635.6,7873.6,39347118.0,,,84.8,482.4,,
AAPL,7788.8,39346635.6,7877.3,39347121.7,,,88.4,486.0,,
GOOG,7788.8,39346635.6,7882.5,39347126.9,,,93.7,491.3,,
NFLX,7788.8,39346635.6,7887.1,39347131.6,,,98.3,495.9,,
GOOGL,7897.8,39349257.5,7968.5,39349706.2,,,70.7,448.8,,
PLTR,7897.8,39349257.5,7971.0,39349708.8,,,73.2,451.3,,
ORCL,7897.8,39349257.5,7974.0,39349711.7,,,76.1,454.2,,
XOM,7897.8,39349257.5,7977.8,39349715.5,,,80.0,458.0,,
AMZN,7897.8,39349257.5,7983.7,39349721.5,,,85.9,464.0,,
AAPL,7897.8,39349257.5,7987.5,39349725.3,,,89.7,467.8,,
GOOG,7897.8,39349257.5,7990.8,39349728.7,,,93.0,471.2,,
NFLX,7897.8,39349257.5,7996.7,39349734.5,,,98.9,477.0,,
GOOGL,8008.5,39351854.9,8081.1,39352320.1,,,72.6,465.2,,
PLTR,8008.5,39351854.9,8083.7,39352322.6,,,75.1,467.7,,
ORCL,8008.5,39351854.9,8086.5,39352325.4,,,77.9,470.5,,
XOM,8008.5,39351854.9,8089.9,39352328.8,,,81.3,473.9,,
AMZN,8008.5,39351854.9,8093.6,39352332.6,,,85.0,477.7,,
AAPL,8008.5,39351854.9,8099.9,39352338.9,,,91.3,483.9,,
GOOG,8008.5,39351854.9,8103.1,39352342.1,,,94.6,487.2,,
NFLX,8008.5,39351854.9,8107.9,39352346.9,,,99.4,492.0,,
GOOGL,8119.6,39354471.5,8190.1,39354935.0,,,70.5,463.5,,
PLTR,8119.6,39354471.5,8192.7,39354937.6,,,73.0,466.0,,
ORCL,8119.6,39354471.5,8195.4,39354940.3,,,75.8,468.7,,
XOM,8119.6,39354471.5,8198.8,39354943.7,,,79.1,472.1,,
AMZN,8119.6,39354471.5,8204.4,39354949.4,,,84.8,477.8,,
AAPL,8119.6,39354471.5,8207.7,39354952.6,,,88.1,481.1,,
GOOG,8119.6,39354471.5,8211.6,39354956.6,,,92.0,485.0,,
NFLX,8119.6,39354471.5,8215.6,39354960.5,,,95.9,489.0,,
GOOGL,8227.2,39357080.7,8297.2,39357550.9,,,70.0,470.2,,
PLTR,8227.2,39357080.7,8300.0,39357553.7,,,72.8,473.1,,
ORCL,8227.2,39357080.7,8303.0,39357556.8,,,75.9,476.1,,
XOM,8227.2,39357080.7,8308.8,39357562.5,,,81.6,481.9,,
AMZN,8227.2,39357080.7,8312.3,39357566.1,,,85.1,485.4,,
AAPL,8227.2,39357080.7,8316.7,39357570.5,,,89.5,489.8,,
GOOG,8227.2,39357080.7,8322.2,39357576.0,,,95.0,495.3,,
NFLX,8227.2,39357080.7,8325.6,39357579.4,,,98.4,498.7,,
GOOGL,8337.7,39359704.2,8407.7,39360179.8,,,69.9,475.6,,
PLTR,8337.7,39359704.2,8410.2,39360182.3,,,72.5,478.1,,
ORCL,8337.7,39359704.2,8413.0,39360185.2,,,75.3,481.0,,
XOM,8337.7,39359704.2,8418.4,39360190.6,,,80.7,486.4,,
AMZN,8337.7,39359704.2,8422.2,39360194.4,,,84.5,490.2,,
AAPL,8337.7,39359704.2,8426.6,39360199.0,,,88.8,494.8,,
GOOG,8337.7,39359704.2,8432.2,39360204.6,,,94.5,500.5,,
NFLX,8337.7,39359704.2,8435.4,39360207.9,,,97.7,503.7,,
GOOGL,8447.1,39362331.4,8518.2,39362789.7,,,71.1,458.3,,
PLTR,8447.1,39362331.4,8520.8,39362792.4,,,73.7,460.9,,
ORCL,8447.1,39362331.4,8523.7,39362795.2,,,76.6,463.8,,
XOM,8447.1,39362331.4,8529.0,39362800.6,,,81.9,469.2,,
AMZN,8447.1,39362331.4,8533.0,39362804.5,,,85.9,473.1,,
AAPL,8447.1,39362331.4,8536.2,39362807.8,,,89.0,476.3,,
GOOG,8447.1,39362331.4,8539.9,39362811.5,,,92.8,480.1,,
NFLX,8447.1,39362331.4,8545.8,39362817.4,,,98.7,486.0,,
GOOGL,8556.0,39364939.6,8626.8,39365393.9,,,70.9,454.4,,
PLTR,8556.0,39364939.6,8629.4,39365396.5,,,73.5,457.0,,
ORCL,8556.0,39364939.6,8632.1,39365399.2,,,76.1,459.6,,
XOM,8556.0,39364939.6,8636.5,39365403.6,,,80.6,464.1,,
AMZN,8556.0,39364939.6,8641.4,39365408.5,,,85.5,469.0,,
AAPL,8556.0,39364939.6,8645.8,39365413.0,,,89.8,473.4,,
GOOG,8556.0,39364939.6,8650.8,39365418.0,,,94.8,478.4,,
NFLX,8556.0,39364939.6,8654.8,39365421.9,,,98.8,482.4,,
GOOGL,8666.5,39367552.3,8737.4,39368004.6,,,70.9,452.3,,
PLTR,8666.5,39367552.3,8740.0,39368007.2,,,73.5,454.9,,
ORCL,8666.5,39367552.3,8742.8,39368010.0,,,76.3,457.7,,
XOM,8666.5,39367552.3,8747.5,39368014.7,,,81.0,462.4,,
AMZN,8666.5,39367552.3,8751.8,39368019.0,,,85.3,466.7,,
AAPL,8666.5,39367552.3,8755.4,39368022.8,,,88.9,470.4,,
GOOG,8666.5,39367552.3,8758.8,39368026.1,,,92.3,473.8,,
NFLX,8666.5,39367552.3,8764.6,39368031.9,,,98.1,479.6,,
GOOGL,8776.2,39370161.7,8848.2,39370642.3,,,72.0,480.6,,
PLTR,8776.2,39370161.7,8850.7,39370644.8,,,74.5,483.1,,
ORCL,8776.2,39370161.7,8853.5,39370647.6,,,77.2,485.8,,
XOM,8776.2,39370161.7,8857.7,39370652.2,,,81.5,490.5,,
AMZN,8776.2,39370161.7,8862.5,39370657.0,,,86.3,495.3,,
AAPL,8776.2,39370161.7,8866.1,39370660.8,,,89.9,499.1,,
GOOG,8776.2,39370161.7,8870.6,39370665.3,,,94.4,503.6,,
NFLX,8776.2,39370161.7,8875.2,39370669.9,,,98.9,508.1,,
GOOGL,8887.0,39372793.3,8957.1,39373262.8,,,70.1,469.5,,
PLTR,8887.0,39372793.3,8959.8,39373265.5,,,72.8,472.3,,
ORCL,8887.0,39372793.3,8962.6,39373268.3,,,75.6,475.0,,
XOM,8887.0,39372793.3,8967.5,39373273.5,,,80.5,480.2,,
AMZN,8887.0,39372793.3,8972.3,39373278.3,,,85.3,485.0,,
AAPL,8887.0,39372793.3,8976.3,39373282.3,,,89.3,489.1,,
GOOG,8887.0,39372793.3,8982.2,39373288.2,,,95.2,494.9,,
NFLX,8887.0,39372793.3,8986.5,39373292.5,,,99.5,499.2,,
GOOGL,8998.4,39375423.3,9069.6,39375900.7,,,71.2,477.4,,
PLTR,8998.4,39375423.3,9072.3,39375903.4,,,73.9,480.1,,
ORCL,8998.4,39375423.3,9075.0,39375906.2,,,76.6,482.8,,
XOM,8998.4,39375423.3,9081.8,39375915.8,,,83.3,492.5,,
AMZN,8998.4,39375423.3,9085.6,39375919.7,,,87.1,496.3,,
AAPL,8998.4,39375423.3,9088.5,39375922.6,,,90.1,499.3,,
GOOG,8998.4,39375423.3,9093.9,39375928.0,,,95.5,504.7,,
NFLX,8998.4,39375423.3,9097.3,39375931.4,,,98.8,508.1,,
GOOGL,9107.6,39378051.3,9178.1,39378513.9,,,70.6,462.6,,
PLTR,9107.6,39378051.3,9180.8,39378516.5,,,73.2,465.2,,
ORCL,9107.6,39378051.3,9183.8,39378519.6,,,76.3,468.3,,
XOM,9107.6,39378051.3,9187.6,39378523.3,,,80.0,472.0,,
AMZN,9107.6,39378051.3,9192.8,39378528.7,,,85.3,477.4,,
AAPL,9107.6,39378051.3,9196.8,39378532.6,,,89.2,481.3,,
GOOG,9107.6,39378051.3,9200.0,39378535.8,,,92.4,484.5,,
NFLX,9107.6,39378051.3,9206.3,39378542.1,,,98.7,490.9,,
GOOGL,9217.7,39380672.2,9288.6,39381123.4,,,70.9,451.2,,
PLTR,9217.7,39380672.2,9291.3,39381126.2,,,73.6,454.0,,
ORCL,9217.7,39380672.2,9294.1,39381128.9,,,76.4,456.7,,
XOM,9217.7,39380672.2,9298.2,39381133.0,,,80.4,460.8,,
AMZN,9217.7,39380672.2,9303.1,39381137.9,,,85.4,465.7,,
AAPL,9217.7,39380672.2,9308.5,39381143.3,,,90.8,471.1,,
GOOG,9217.7,39380672.2,9312.8,39381147.6,,,95.1,475.4,,
NFLX,9217.7,39380672.2,9317.0,39381151.9,,,99.3,479.7,,
GOOGL,9328.6,39383275.7,9400.9,39383725.0,,,72.4,449.2,,
PLTR,9328.6,39383275.7,9403.5,39383727.5,,,74.9,451.8,,
ORCL,9328.6,39383275.7,9406.2,39383730.3,,,77.7,454.5,,
XOM,9328.6,39383275.7,9409.7,39383733.7,,,81.1,458.0,,
AMZN,9328.6,39383275.7,9415.5,39383739.5,,,86.9,463.8,,
AAPL,9328.6,39383275.7,9418.8,39383742.8,,,90.2,467.1,,
GOOG,9328.6,39383275.7,9423.6,39383747.7,,,95.0,471.9,,
NFLX,9328.6,39383275.7,9428.6,39383752.7,,,100.1,476.9,,
GOOGL,9438.9,39385887.4,9510.5,39386337.9,,,71.6,450.5,,
PLTR,9438.9,39385887.4,9513.2,39386340.6,,,74.3,453.2,,
ORCL,9438.9,39385887.4,9515.9,39386343.3,,,77.0,455.9,,
XOM,9438.9,39385887.4,9519.4,39386346.9,,,80.5,459.5,,
AMZN,9438.9,39385887.4,9525.5,39386353.0,,,86.7,465.6,,
AAPL,9438.9,39385887.4,9529.0,39386356.4,,,90.1,469.1,,
GOOG,9438.9,39385887.4,9533.9,39386361.4,,,95.0,474.0,,
NFLX,9438.9,39385887.4,9538.8,39386366.3,,,99.9,478.9,,
GOOGL,9549.0,39388491.4,9621.2,39388950.2,,,72.3,458.8,,
PLTR,9549.0,39388491.4,9623.9,39388952.8,,,74.9,461.4,,
ORCL,9549.0,39388491.4,9626.6,39388955.6,,,77.7,464.2,,
XOM,9549.0,39388491.4,9630.0,39388959.0,,,81.1,467.6,,
AMZN,9549.0,39388491.4,9635.8,39388964.8,,,86.8,473.3,,
AAPL,9549.0,39388491.4,9639.3,39388968.3,,,90.4,476.9,,
GOOG,9549.0,39388491.4,9643.3,39388972.3,,,94.4,480.9,,
NFLX,9549.0,39388491.4,9649.0,39388977.9,,,100.0,486.5,,
GOOGL,9660.3,39391102.7,9731.6,39391563.4,,,71.3,460.7,,
PLTR,9660.3,39391102.7,9734.3,39391566.2,,,74.1,463.5,,
ORCL,9660.3,39391102.7,9737.2,39391569.1,,,77.0,466.3,,
XOM,9660.3,39391102.7,9742.9,39391574.8,,,82.7,472.1,,
AMZN,9660.3,39391102.7,9746.9,39391578.8,,,86.7,476.1,,
AAPL,9660.3,39391102.7,9750.1,39391582.0,,,89.9,479.3,,
GOOG,9660.3,39391102.7,9753.3,39391585.2,,,93.1,482.5,,
NFLX,9660.3,39391102.7,9759.8,39391591.7,,,99.6,489.0,,
GOOGL,9771.7,39393712.9,9845.0,39394166.3,,,73.3,453.4,,
PLTR,9771.7,39393712.9,9847.7,39394169.0,,,76.0,456.1,,
ORCL,9771.7,39393712.9,9850.5,39394171.8,,,78.8,458.9,,
XOM,9771.7,39393712.9,9855.9,39394177.3,,,84.2,464.4,,
AMZN,9771.7,39393712.9,9860.1,39394181.5,,,88.4,468.6,,
AAPL,9771.7,39393712.9,9863.5,39394184.9,,,91.8,472.0,,
GOOG,9771.7,39393712.9,9868.1,39394189.5,,,96.4,476.6,,
NFLX,9771.7,39393712.9,9873.1,39394194.5,,,101.4,481.7,,
GOOGL,9884.9,39396331.4,9956.6,39396804.5,,,71.6,473.1,,
PLTR,9884.9,39396331.4,9959.3,39396807.2,,,74.4,475.8,,
ORCL,9884.9,39396331.4,9962.1,39396810.2,,,77.2,478.8,,
XOM,9884.9,39396331.4,9967.5,39396815.5,,,82.6,484.1,,
