ticker,ltp_received_time,ltp_received_cpu,signal_generated_time,signal_generated_cpu,order_submitted_time,order_submitted_cpu,delta_signal,delta_signal_cpu,delta_order,delta_order_cpu
NFLX,31756.3,179669876.5,31872.5,179670591.3,,,116.2,714.8,,
AVGO,31756.3,179669876.5,31874.9,179670593.7,,,118.5,717.2,,
ORCL,31756.3,179669876.5,31877.2,179670596.0,,,120.9,719.5,,
TSLA,31934.9,179789959.8,32046.4,179790713.1,,,111.5,753.3,,
NFLX,31934.9,179789959.8,32048.8,179790715.5,,,113.9,755.8,,
AVGO,31934.9,179789959.8,32051.2,179790717.9,,,116.3,758.1,,
ORCL,31934.9,179789959.8,32053.6,179790720.3,,,118.7,760.5,,
TSLA,32111.4,179909192.2,32221.9,179909885.9,,,110.5,693.7,,
NFLX,32111.4,179909192.2,32224.7,179909888.7,,,113.3,696.5,,
AVGO,32111.4,179909192.2,32227.1,179909891.0,,,115.7,698.9,,
ORCL,32111.4,179909192.2,32229.5,179909893.5,,,118.2,701.3,,
TSLA,32286.9,180029319.5,32401.3,180030070.1,,,114.5,750.7,,
NFLX,32286.9,180029319.5,32403.9,180030072.7,,,117.0,753.2,,
AVGO,32286.9,180029319.5,32406.3,180030075.1,,,119.4,755.6,,
ORCL,32286.9,180029319.5,32408.6,180030077.5,,,121.8,758.0,,
TSLA,32468.0,180149437.5,32581.8,180150221.0,,,113.8,783.5,,
NFLX,32468.0,180149437.5,32584.2,180150223.4,,,116.2,785.9,,
AVGO,32468.0,180149437.5,32586.6,180150225.8,,,118.6,788.3,,
ORCL,32468.0,180149437.5,32588.9,180150228.1,,,121.0,790.7,,
TSLA,32645.9,180269638.2,32755.5,180270350.0,,,109.6,711.8,,
NFLX,32645.9,180269638.2,32758.4,180270352.8,,,112.5,714.6,,
AVGO,32645.9,180269638.2,32760.8,180270355.2,,,114.9,717.0,,
ORCL,32645.9,180269638.2,32763.1,180270357.5,,,117.2,719.3,,
TSLA,32819.4,180389713.0,32934.8,180390442.9,,,115.3,729.9,,
NFLX,32819.4,180389713.0,32937.8,180390445.9,,,118.3,732.9,,
AVGO,32819.4,180389713.0,32940.7,180390448.8,,,121.2,735.8,,
ORCL,32819.4,180389713.0,32943.6,180390451.7,,,124.2,738.7,,
ORCL,33001.5,180509819.5,33113.5,180510576.1,,,112.0,756.6,,
TSLA,33001.5,180509819.5,33115.9,180510578.5,,,114.4,759.0,,
AVGO,33001.5,180509819.5,33118.3,180510580.9,,,116.7,761.4,,
NFLX,33001.5,180509819.5,33120.6,180510583.2,,,119.0,763.7,,
AMZN,33001.5,180509819.5,33123.0,180510585.6,,,121.4,766.0,,
ORCL,33181.3,180630045.1,33294.0,180630900.8,,,112.8,855.7,,
TSLA,33181.3,180630045.1,33296.4,180630903.2,,,115.2,858.1,,
AVGO,33181.3,180630045.1,33298.8,180630905.6,,,117.5,860.5,,
NFLX,33181.3,180630045.1,33301.2,180630908.1,,,120.0,863.0,,
AMZN,33181.3,180630045.1,33303.7,180630910.5,,,122.4,865.4,,
ORCL,33360.4,180749538.1,33472.8,180750279.7,,,112.4,741.6,,
TSLA,33360.4,180749538.1,33475.3,180750282.1,,,114.9,744.0,,
AVGO,33360.4,180749538.1,33477.6,180750284.5,,,117.2,746.4,,
NFLX,33360.4,180749538.1,33480.0,180750286.9,,,119.6,748.7,,
AMZN,33360.4,180749538.1,33482.4,180750289.2,,,121.9,751.1,,
ORCL,33540.8,180869665.5,33653.1,180870408.4,,,112.3,742.8,,
TSLA,33540.8,180869665.5,33655.5,180870410.8,,,114.7,745.3,,
AVGO,33540.8,180869665.5,33657.9,180870413.2,,,117.1,747.6,,
NFLX,33540.8,180869665.5,33660.3,180870415.5,,,119.4,750.0,,
AMZN,33540.8,180869665.5,33662.6,180870417.9,,,121.8,752.4,,
ORCL,33724.0,180989813.0,33837.0,180990480.6,,,113.0,667.5,,
TSLA,33724.0,180989813.0,33839.4,180990483.0,,,115.4,670.0,,
AVGO,33724.0,180989813.0,33841.8,180990485.4,,,117.8,672.3,,
NFLX,33724.0,180989813.0,33844.1,180990487.7,,,120.1,674.7,,
AMZN,33724.0,180989813.0,33846.5,180990490.1,,,122.5,677.1,,
ORCL,33904.4,181109850.8,34016.9,181110606.2,,,112.5,755.4,,
TSLA,33904.4,181109850.8,34019.3,181110608.7,,,114.9,757.9,,
AVGO,33904.4,181109850.8,34021.7,181110611.0,,,117.3,760.2,,
NFLX,33904.4,181109850.8,34024.0,181110613.4,,,119.6,762.6,,
AMZN,33904.4,181109850.8,34026.4,181110615.8,,,122.0,765.0,,
ORCL,34084.2,181228998.4,34194.9,181229734.5,,,110.8,736.1,,
TSLA,34084.2,181228998.4,34197.4,181229736.9,,,113.2,738.5,,
AVGO,34084.2,181228998.4,34199.7,181229739.2,,,115.5,740.9,,
NFLX,34084.2,181228998.4,34202.0,181229741.6,,,117.9,743.2,,
AMZN,34084.2,181228998.4,34204.4,181229743.9,,,120.2,745.5,,
ORCL,34264.4,181349128.7,34376.3,181349852.4,,,111.9,723.7,,
TSLA,34264.4,181349128.7,34379.2,181349855.2,,,114.8,726.5,,
AVGO,34264.4,181349128.7,34381.6,181349857.6,,,117.2,728.9,,
NFLX,34264.4,181349128.7,34384.2,181349860.2,,,119.8,731.5,,
AMZN,34264.4,181349128.7,34386.8,181349862.9,,,122.4,734.2,,
ORCL,34447.7,181469230.0,34558.6,181469938.8,,,111.0,708.7,,
TSLA,34447.7,181469230.0,34561.5,181469941.6,,,113.8,711.5,,
AVGO,34447.7,181469230.0,34563.9,181469944.0,,,116.2,713.9,,
NFLX,34447.7,181469230.0,34566.2,181469946.3,,,118.6,716.3,,
AMZN,34447.7,181469230.0,34568.6,181469948.8,,,121.0,718.7,,
ORCL,34628.7,181589331.8,34740.8,181590086.2,,,112.1,754.4,,
TSLA,34628.7,181589331.8,34743.2,181590088.7,,,114.5,756.8,,
AVGO,34628.7,181589331.8,34745.5,181590091.0,,,116.9,759.2,,
NFLX,34628.7,181589331.8,34747.9,181590093.4,,,119.2,761.5,,
AMZN,34628.7,181589331.8,34750.3,181590095.7,,,121.6,763.9,,
ORCL,34810.1,181709522.3,34920.8,181710242.0,,,110.7,719.7,,
TSLA,34810.1,181709522.3,34923.6,181710244.9,,,113.5,722.5,,
AVGO,34810.1,181709522.3,34926.0,181710247.3,,,115.9,725.0,,
NFLX,34810.1,181709522.3,34928.4,181710249.7,,,118.3,727.3,,
AMZN,34810.1,181709522.3,34930.8,181710252.0,,,120.7,729.7,,
ORCL,34988.8,181829630.2,35101.7,181830385.4,,,112.9,755.2,,
TSLA,34988.8,181829630.2,35104.1,181830387.9,,,115.3,757.7,,
AVGO,34988.8,181829630.2,35106.5,181830390.2,,,117.7,760.0,,
NFLX,34988.8,181829630.2,35108.8,181830392.6,,,120.0,762.4,,
AMZN,34988.8,181829630.2,35111.2,181830394.9,,,122.4,764.7,,
ORCL,35169.7,181949766.9,35281.2,181950505.4,,,111.5,738.6,,
TSLA,35169.7,181949766.9,35283.7,181950507.9,,,114.0,741.0,,
AVGO,35169.7,181949766.9,35286.1,181950510.3,,,116.4,743.4,,
NFLX,35169.7,181949766.9,35288.4,181950512.6,,,118.7,745.7,,
AMZN,35169.7,181949766.9,35290.7,181950515.0,,,121.0,748.1,,
ORCL,35349.4,182070687.5,35462.7,182071421.2,,,113.3,733.7,,
TSLA,35349.4,182070687.5,35465.1,182071423.6,,,115.7,736.1,,
AVGO,35349.4,182070687.5,35467.4,182071425.9,,,118.0,738.4,,
NFLX,35349.4,182070687.5,35469.8,182071428.3,,,120.4,740.8,,
AMZN,35349.4,182070687.5,35472.1,182071430.6,,,122.7,743.1,,
ORCL,35530.9,182189796.9,35641.1,182190524.9,,,110.3,728.0,,
TSLA,35530.9,182189796.9,35643.5,182190527.3,,,112.7,730.4,,
AVGO,35530.9,182189796.9,35645.9,182190529.6,,,115.0,732.7,,
NFLX,35530.9,182189796.9,35648.2,182190531.9,,,117.4,735.0,,
AMZN,35530.9,182189796.9,35650.6,182190534.3,,,119.7,737.4,,
ORCL,35710.4,182309897.5,35824.6,182310625.5,,,114.3,728.0,,
TSLA,35710.4,182309897.5,35827.1,182310627.9,,,116.7,730.4,,
AVGO,35710.4,182309897.5,35829.4,182310630.3,,,119.0,732.7,,
NFLX,35710.4,182309897.5,35831.7,182310632.6,,,121.4,735.1,,
AMZN,35710.4,182309897.5,35834.1,182310634.9,,,123.7,737.4,,
ORCL,35892.8,182429026.2,36004.4,182429736.8,,,111.6,710.6,,
TSLA,35892.8,182429026.2,36006.8,182429739.2,,,114.0,713.0,,
AVGO,35892.8,182429026.2,36009.2,182429741.5,,,116.4,715.3,,
NFLX,35892.8,182429026.2,36011.5,182429743.8,,,118.7,717.6,,
AMZN,35892.8,182429026.2,36013.8,182429746.2,,,121.1,720.0,,
ORCL,36073.4,182549128.5,36183.8,182549850.2,,,110.4,721.7,,
TSLA,36073.4,182549128.5,36186.3,182549852.6,,,112.8,724.1,,
AVGO,36073.4,182549128.5,36188.7,182549855.0,,,115.2,726.5,,
NFLX,36073.4,182549128.5,36191.0,182549857.3,,,117.6,728.8,,
AMZN,36073.4,182549128.5,36193.5,182549859.8,,,120.0,731.3,,
ORCL,36252.2,182669247.5,36365.5,182670006.2,,,113.3,758.7,,
TSLA,36252.2,182669247.5,36368.0,182670008.7,,,115.8,761.2,,
AVGO,36252.2,182669247.5,36370.4,182670011.1,,,118.2,763.6,,
NFLX,36252.2,182669247.5,36372.8,182670013.5,,,120.6,766.0,,
AMZN,36252.2,182669247.5,36375.1,182670015.8,,,122.9,768.3,,
ORCL,36434.6,182789401.8,36547.4,182790126.1,,,112.7,724.3,,
TSLA,36434.6,182789401.8,36549.8,182790128.4,,,115.1,726.7,,
AVGO,36434.6,182789401.8,36552.1,182790130.8,,,117.5,729.0,,
NFLX,36434.6,182789401.8,36554.4,182790133.1,,,119.8,731.4,,
AMZN,36434.6,182789401.8,36556.7,182790135.4,,,122.1,733.7,,
ORCL,36616.3,182909510.5,36726.1,182910216.7,,,109.9,706.3,,
TSLA,36616.3,182909510.5,36728.5,182910219.1,,,112.3,708.6,,
AVGO,36616.3,182909510.5,36731.3,182910221.9,,,115.1,711.4,,
NFLX,36616.3,182909510.5,36733.7,182910224.3,,,117.5,713.8,,
AMZN,36616.3,182909510.5,36736.1,182910226.6,,,119.8,716.1,,
ORCL,36793.2,183029598.7,36906.6,183030360.9,,,113.4,762.2,,
TSLA,36793.2,183029598.7,36909.0,183030363.3,,,115.8,764.6,,
AVGO,36793.2,183029598.7,36911.4,183030365.7,,,118.2,767.0,,
NFLX,36793.2,183029598.7,36913.8,183030368.1,,,120.6,769.4,,
AMZN,36793.2,183029598.7,36916.2,183030370.4,,,123.0,771.7,,
ORCL,36972.4,183149789.3,37085.1,183150501.5,,,112.7,712.3,,
TSLA,36972.4,183149789.3,37087.5,183150504.0,,,115.1,714.7,,
AVGO,36972.4,183149789.3,37089.9,183150506.3,,,117.5,717.1,,
NFLX,36972.4,183149789.3,37092.3,183150508.7,,,119.9,719.4,,
AMZN,36972.4,183149789.3,37094.6,183150511.1,,,122.2,721.8,,
ORCL,37152.1,183269975.6,37261.1,183270703.6,37263.7,183270826.7,109.0,728.0,111.6,851.1
TSLA,37152.1,183269975.6,37284.7,183270958.8,,,132.7,983.1,,
AVGO,37152.1,183269975.6,37287.2,183270961.2,,,135.1,985.6,,
NFLX,37152.1,183269975.6,37289.6,183270963.6,,,137.5,987.9,,
AMZN,37152.1,183269975.6,37292.4,183270966.4,,,140.4,990.7,,
TSLA,37350.0,183389333.8,37460.3,183390060.8,,,110.3,727.0,,
NFLX,37350.0,183389333.8,37462.7,183390063.2,,,112.8,729.5,,
AVGO,37350.0,183389333.8,37465.1,183390065.6,,,115.1,731.8,,
AMZN,37350.0,183389333.8,37467.4,183390067.9,,,117.5,734.2,,
TSLA,37526.8,183509483.8,37639.0,183510232.3,,,112.2,748.4,,
NFLX,37526.8,183509483.8,37641.4,183510234.7,,,114.6,750.9,,
AVGO,37526.8,183509483.8,37643.8,183510237.1,,,117.0,753.2,,
AMZN,37526.8,183509483.8,37646.1,183510239.4,,,119.4,755.6,,
TSLA,37704.8,183629610.1,37817.5,183630313.5,,,112.6,703.4,,
NFLX,37704.8,183629610.1,37819.9,183630315.9,,,115.0,705.8,,
AVGO,37704.8,183629610.1,37822.2,183630318.3,,,117.4,708.1,,
AMZN,37704.8,183629610.1,37824.5,183630320.6,,,119.7,710.5,,
TSLA,37882.3,183749674.8,37995.2,183750420.6,,,112.9,745.8,,
NFLX,37882.3,183749674.8,37997.6,183750423.0,,,115.3,748.2,,
AVGO,37882.3,183749674.8,38000.0,183750425.4,,,117.7,750.6,,
AMZN,37882.3,183749674.8,38002.3,183750427.8,,,120.0,753.0,,
TSLA,38061.6,183869820.6,38174.3,183870536.2,,,112.6,715.5,,
NFLX,38061.6,183869820.6,38176.7,183870538.6,,,115.1,717.9,,
AVGO,38061.6,183869820.6,38179.1,183870541.0,,,117.4,720.3,,
AMZN,38061.6,183869820.6,38181.4,183870543.3,,,119.8,722.7,,
TSLA,38240.4,183989917.1,38352.3,183990665.2,,,112.0,748.2,,
NFLX,38240.4,183989917.1,38354.7,183990667.6,,,114.3,750.6,,
AVGO,38240.4,183989917.1,38357.1,183990670.0,,,116.7,752.9,,
AMZN,38240.4,183989917.1,38359.5,183990672.4,,,119.1,755.3,,
TSLA,38416.9,184109035.2,38529.8,184109830.0,,,112.9,794.8,,
NFLX,38416.9,184109035.2,38532.2,184109832.4,,,115.3,797.2,,
AVGO,38416.9,184109035.2,38534.9,184109835.2,,,118.1,799.9,,
AMZN,38416.9,184109035.2,38537.3,184109837.5,,,120.5,802.3,,
TSLA,38595.6,184229246.8,38706.4,184229970.9,,,110.8,724.1,,
NFLX,38595.6,184229246.8,38708.8,184229973.3,,,113.2,726.5,,
AVGO,38595.6,184229246.8,38711.1,184229975.6,,,115.5,728.9,,
AMZN,38595.6,184229246.8,38713.5,184229978.0,,,117.9,731.2,,
TSLA,38771.5,184349349.9,38883.6,184350089.9,38886.7,184350213.9,112.1,740.1,115.2,864.0
NFLX,38771.5,184349349.9,38907.8,184350350.2,,,136.3,1000.3,,
AVGO,38771.5,184349349.9,38910.7,184350353.0,,,139.2,1003.2,,
AMZN,38771.5,184349349.9,38913.1,184350355.4,,,141.6,1005.6,,
NFLX,38972.5,184469730.2,39080.9,184470486.3,,,108.4,756.1,,
AVGO,38972.5,184469730.2,39083.3,184470488.7,,,110.8,758.5,,
AMZN,38972.5,184469730.2,39085.6,184470491.0,,,113.1,760.8,,
NFLX,39142.5,184589903.4,39256.3,184590608.5,,,113.8,705.0,,
AVGO,39142.5,184589903.4,39258.7,184590610.9,,,116.2,707.4,,
AMZN,39142.5,184589903.4,39261.0,184590613.2,,,118.5,709.8,,
NFLX,39318.4,184708990.9,39430.6,184709700.3,,,112.2,709.4,,
AVGO,39318.4,184708990.9,39433.4,184709703.1,,,115.0,712.2,,
AMZN,39318.4,184708990.9,39435.8,184709705.5,,,117.4,714.6,,
NFLX,39493.3,184829079.9,39606.0,184829824.3,,,112.8,744.4,,
AVGO,39493.3,184829079.9,39608.5,184829826.7,,,115.2,746.8,,
AMZN,39493.3,184829079.9,39610.8,184829829.1,,,117.6,749.2,,
NFLX,39668.3,184949224.9,39781.0,184949931.2,,,112.7,706.3,,
AVGO,39668.3,184949224.9,39783.4,184949933.6,,,115.1,708.8,,
AMZN,39668.3,184949224.9,39785.8,184949936.0,,,117.5,711.1,,
NFLX,39844.1,185069294.2,39958.8,185070014.0,,,114.7,719.8,,
AVGO,39844.1,185069294.2,39961.3,185070016.5,,,117.3,722.3,,
AMZN,39844.1,185069294.2,39963.7,185070018.9,,,119.6,724.7,,
NFLX,40020.2,185189394.4,40136.4,185190167.6,,,116.1,773.1,,
AVGO,40020.2,185189394.4,40139.4,185190170.6,,,119.2,776.2,,
AMZN,40020.2,185189394.4,40142.5,185190173.7,,,122.3,779.3,,
NFLX,40201.3,185309578.5,40313.2,185310284.7,,,111.9,706.2,,
AVGO,40201.3,185309578.5,40315.6,185310287.1,,,114.3,708.6,,
AMZN,40201.3,185309578.5,40318.0,185310289.4,,,116.7,711.0,,
NFLX,40377.7,185429695.7,40488.1,185430410.0,,,110.3,714.3,,
AVGO,40377.7,185429695.7,40490.5,185430412.5,,,112.8,716.8,,
AMZN,40377.7,185429695.7,40492.9,185430414.8,,,115.1,719.1,,
NFLX,40551.0,185549800.7,40726.9,185550612.2,,,176.0,811.4,,
AVGO,40551.0,185549800.7,40729.4,185550614.6,,,178.4,813.8,,
AMZN,40551.0,185549800.7,40731.7,185550616.9,,,180.7,816.2,,
NFLX,40788.2,185669004.9,40902.7,185669708.5,,,114.5,703.7,,
AVGO,40788.2,185669004.9,40905.1,185669711.0,,,116.9,706.1,,
AMZN,40788.2,185669004.9,40907.5,185669713.4,,,119.3,708.5,,
NFLX,40965.6,185789076.5,41079.8,185789809.2,,,114.3,732.7,,
AVGO,40965.6,185789076.5,41082.3,185789811.6,,,116.7,735.1,,
AMZN,40965.6,185789076.5,41084.7,185789814.0,,,119.1,737.5,,
NFLX,41140.2,185909174.3,41253.9,185909913.1,,,113.8,738.8,,
AVGO,41140.2,185909174.3,41256.3,185909915.5,,,116.2,741.2,,
AMZN,41140.2,185909174.3,41258.7,185909917.9,,,118.5,743.6,,
NFLX,41316.0,186029344.0,41428.3,186030094.1,,,112.3,750.1,,
AVGO,41316.0,186029344.0,41430.8,186030096.5,,,114.7,752.5,,
AMZN,41316.0,186029344.0,41433.1,186030098.9,,,117.1,754.9,,
NFLX,41491.3,186149446.7,41603.0,186150168.6,,,111.7,722.0,,
AVGO,41491.3,186149446.7,41605.4,186150171.0,,,114.1,724.4,,
AMZN,41491.3,186149446.7,41607.8,186150173.4,,,116.5,726.7,,
NFLX,41666.0,186269556.2,41779.0,186270322.1,,,112.9,765.9,,
AVGO,41666.0,186269556.2,41781.8,186270324.9,,,115.8,768.7,,
AMZN,41666.0,186269556.2,41784.2,186270327.3,,,118.2,771.1,,
NFLX,41841.8,186389740.5,41954.6,186390459.6,,,112.8,719.1,,
AVGO,41841.8,186389740.5,41957.0,186390462.0,,,115.2,721.5,,
AMZN,41841.8,186389740.5,41959.8,186390464.8,41962.4,186390585.3,118.1,724.2,120.7,844.7
NFLX,42039.2,186509085.2,42151.7,186509808.3,,,112.4,723.1,,
AVGO,42039.2,186509085.2,42154.5,186509811.1,,,115.2,725.9,,
NFLX,42212.1,186629167.2,42327.0,186629912.1,,,114.9,744.9,,
AVGO,42212.1,186629167.2,42329.4,186629914.6,,,117.3,747.3,,
NFLX,42385.9,186749301.3,42503.9,186750073.0,,,118.0,771.7,,
AVGO,42385.9,186749301.3,42506.9,186750076.0,,,121.0,774.7,,
NFLX,42566.1,186869443.5,42680.8,186870148.7,,,114.7,705.2,,
AVGO,42566.1,186869443.5,42683.7,186870151.5,,,117.5,708.0,,
NFLX,42742.3,186989526.8,42856.7,186990276.1,,,114.4,749.3,,
AVGO,42742.3,186989526.8,42859.1,186990278.5,,,116.8,751.7,,
NFLX,42918.6,187109737.5,43030.2,187110445.0,,,111.6,707.5,,
AVGO,42918.6,187109737.5,43033.0,187110447.8,,,114.5,710.3,,
NFLX,43089.9,187229814.2,43202.3,187230522.7,,,112.4,708.5,,
AVGO,43089.9,187229814.2,43204.7,187230525.1,,,114.8,710.9,,
NFLX,43262.4,187349896.2,43374.6,187350698.7,,,112.2,802.5,,
AVGO,43262.4,187349896.2,43377.1,187350701.1,,,114.6,804.9,,
NFLX,43434.9,187469107.8,43546.4,187469814.3,,,111.6,706.5,,
AVGO,43434.9,187469107.8,43548.9,187469816.7,,,114.0,708.9,,
NFLX,43606.1,187589175.0,43719.1,187589896.6,,,113.1,721.6,,
AVGO,43606.1,187589175.0,43721.5,187589899.0,,,115.5,724.0,,
NFLX,43779.8,187709347.8,43893.0,187710088.9,,,113.2,741.1,,
AVGO,43779.8,187709347.8,43895.8,187710091.7,,,116.0,743.9,,
NFLX,43955.0,187829501.4,44067.0,187830231.8,,,112.0,730.4,,
AVGO,43955.0,187829501.4,44069.9,187830234.6,,,114.9,733.2,,
NFLX,44129.0,187949596.1,44241.3,187950317.2,,,112.3,721.1,,
AVGO,44129.0,187949596.1,44243.7,187950319.6,,,114.7,723.5,,
NFLX,44301.6,188069712.2,44413.0,188070464.5,,,111.4,752.3,,
AVGO,44301.6,188069712.2,44415.4,188070467.0,,,113.8,754.7,,
NFLX,44474.6,188189861.4,44589.8,188190628.7,,,115.2,767.4,,
AVGO,44474.6,188189861.4,44592.8,188190631.7,,,118.1,770.3,,
NFLX,44652.5,188309000.1,44763.1,188309697.3,,,110.6,697.2,,
AVGO,44652.5,188309000.1,44765.5,188309699.7,,,113.1,699.6,,
NFLX,44824.1,188429085.1,44936.3,188429920.8,44939.4,188430040.1,112.2,835.7,115.3,955.0
AVGO,44824.1,188429085.1,44959.8,188430173.5,,,135.7,1088.4,,
AVGO,45020.1,188549600.3,45134.7,188550295.3,,,114.6,695.0,,
AVGO,45194.3,188669649.3,45306.0,188670344.7,,,111.8,695.4,,
AVGO,45364.8,188789697.7,45477.6,188790524.4,,,112.8,826.7,,
AVGO,45535.3,188909914.4,45646.4,188910605.0,,,111.2,690.6,,
AVGO,45705.0,189028972.6,45816.9,189029708.2,,,111.9,735.6,,
AVGO,45876.9,189149068.1,45991.6,189149802.5,,,114.8,734.5,,
AVGO,46050.8,189269183.1,46162.5,189269897.8,,,111.7,714.7,,
AVGO,46220.7,189389280.1,46333.2,189390043.7,,,112.5,763.6,,
AVGO,46393.0,189509415.3,46510.9,189511037.0,,,117.9,1621.7,,
AVGO,46570.2,189629445.1,46682.7,189630174.2,,,112.5,729.1,,
AVGO,46740.8,189749562.9,46853.9,189750246.8,,,113.1,684.0,,
AVGO,46912.1,189869621.1,47024.9,189870367.9,47027.8,189870494.4,112.7,746.8,115.7,873.3
